kepid,tce_plnt_num,pred_class,norm_kepid
007534267,01,1,007534267
007537660,01,1,007537660
007537945,01,0,007537945
007538176,01,0,007538176
007538176,02,0,007538176
007538450,01,0,007538450
007538622,01,0,007538622
007538711,01,0,007538711
007538839,01,0,007538839
007538839,02,0,007538839
007538950,01,0,007538950
007538950,02,0,007538950
007538950,03,0,007538950
007539108,01,0,007539108
007539174,01,0,007539174
007540755,01,0,007540755
007540965,01,0,007540965
007541502,01,0,007541502
007541502,02,0,007541502
007541659,01,0,007541659
007541659,02,0,007541659
007541659,03,0,007541659
007541746,01,0,007541746
007541746,02,0,007541746
007542369,01,0,007542369
007542813,01,1,007542813
007543167,01,0,007543167
007543649,01,0,007543649
007545719,01,0,007545719
007547306,01,0,007547306
007547306,02,0,007547306
007547306,03,0,007547306
007547573,01,0,007547573
007547573,02,0,007547573
007547573,03,0,007547573
007547573,04,0,007547573
007547925,01,0,007547925
007547969,01,0,007547969
007548035,01,0,007548035
007548259,01,0,007548259
007548259,02,0,007548259
007548259,03,0,007548259
007548479,01,0,007548479
007548479,02,0,007548479
007548479,03,0,007548479
007549209,01,1,007549209
007549389,01,0,007549389
007549389,02,0,007549389
007549852,01,0,007549852
007549852,02,0,007549852
007549852,03,0,007549852
007551589,01,0,007551589
007551993,01,0,007551993
007551993,02,0,007551993
007552119,01,0,007552119
007552265,01,0,007552265
007552265,02,0,007552265
007552341,01,0,007552341
007552344,01,0,007552344
007552344,02,0,007552344
007552701,01,0,007552701
007553235,01,0,007553235
007553235,02,0,007553235
007553237,01,0,007553237
007553237,02,0,007553237
007553237,03,0,007553237
007582608,01,0,007582608
007582608,02,0,007582608
007582608,03,0,007582608
007582608,04,0,007582608
007582608,05,0,007582608
007582608,06,0,007582608
007582608,07,0,007582608
007582689,01,1,007582689
007582689,02,1,007582689
007582689,03,1,007582689
007582691,01,0,007582691
007582691,02,0,007582691
007583208,01,0,007583208
007583208,02,0,007583208
007583208,03,0,007583208
007583299,01,0,007583299
007583299,02,0,007583299
007583437,01,0,007583437
007583437,02,0,007583437
007583437,03,0,007583437
007583650,01,1,007583650
007583650,02,0,007583650
007583939,01,0,007583939
007583939,02,0,007583939
007583939,03,0,007583939
007584650,01,1,007584650
007584755,01,0,007584755
007584778,01,0,007584778
007585445,01,0,007585445
007585445,02,0,007585445
007585445,03,0,007585445
007585481,01,1,007585481
007587506,01,0,007587506
007588292,01,0,007588292
007588436,01,0,007588436
007591772,01,0,007591772
007592529,01,1,007592529
007592922,01,0,007592922
007593110,01,0,007593110
007593110,02,0,007593110
007595157,01,1,007595157
007595157,02,1,007595157
007595579,01,0,007595579
007595579,02,0,007595579
007595579,03,0,007595579
007595579,04,0,007595579
007595579,05,0,007595579
007595928,01,0,007595928
007596224,01,0,007596224
007596240,01,1,007596240
007596250,01,0,007596250
007597005,01,0,007597005
007597703,01,0,007597703
007597771,01,0,007597771
007597771,02,0,007597771
007597771,03,0,007597771
007598111,01,0,007598111
007598128,01,0,007598128
007598128,02,0,007598128
007598492,01,0,007598492
007598492,02,0,007598492
007598492,03,0,007598492
007599004,01,1,007599004
007599132,01,0,007599132
007599171,01,0,007599171
007601633,01,1,007601633
007601917,01,0,007601917
007601917,02,0,007601917
007601918,01,0,007601918
007602070,01,0,007602070
007602070,02,0,007602070
007602351,01,1,007602351
007603200,01,1,007603200
007603200,02,1,007603200
007603200,03,1,007603200
007604266,01,0,007604266
007604328,01,1,007604328
007604328,02,1,007604328
007605093,01,1,007605093
007605527,01,0,007605527
007605527,02,0,007605527
007605600,01,0,007605600
007605600,02,0,007605600
007609553,01,1,007609553
007609674,01,1,007609674
007610663,01,1,007610663
007612691,01,0,007612691
007613246,01,0,007613246
007617977,01,0,007617977
007618364,01,0,007618364
007618364,02,0,007618364
007618364,03,0,007618364
007620413,01,1,007620413
007620413,02,0,007620413
007620537,01,0,007620537
007620654,01,0,007620654
007620654,02,0,007620654
007620660,01,0,007620660
007620660,02,0,007620660
007620801,01,0,007620801
007620844,01,0,007620844
007620844,02,0,007620844
007621172,01,0,007621172
007621172,02,0,007621172
007621172,03,0,007621172
007621172,04,0,007621172
007621759,01,0,007621759
007621759,02,0,007621759
007621759,03,0,007621759
007622059,01,1,007622059
007622059,02,0,007622059
007622059,03,0,007622059
007622072,01,0,007622072
007622208,01,0,007622208
007622473,01,0,007622473
007622486,01,1,007622486
007622486,02,1,007622486
007622486,03,0,007622486
007623120,01,0,007623120
007624297,01,0,007624297
007624297,02,0,007624297
007624741,01,0,007624741
007624741,02,0,007624741
007624753,01,0,007624753
007624753,02,0,007624753
007625221,01,0,007625221
007626370,01,1,007626370
007626425,01,0,007626425
007626506,01,1,007626506
007626506,02,1,007626506
007626595,01,0,007626595
007626595,02,0,007626595
007626595,03,0,007626595
007627570,01,0,007627570
007627570,02,0,007627570
007627746,01,0,007627746
007628336,01,0,007628336
007628336,02,0,007628336
007628336,03,0,007628336
007629287,01,0,007629287
007629518,01,1,007629518
007630229,01,1,007630229
007630232,01,0,007630232
007630232,02,0,007630232
007630232,03,0,007630232
007630232,04,0,007630232
007630417,01,0,007630417
007630417,02,0,007630417
007630417,03,0,007630417
007630658,01,0,007630658
007630733,01,0,007630733
007631194,01,0,007631194
007631194,02,0,007631194
007658229,01,1,007658229
007658578,01,0,007658578
007658578,02,0,007658578
007658578,03,0,007658578
007658578,04,0,007658578
007658578,05,0,007658578
007658796,01,0,007658796
007658796,02,0,007658796
007658882,01,0,007658882
007658925,01,0,007658925
007658925,02,0,007658925
007658925,03,0,007658925
007659389,01,1,007659389
007659782,01,0,007659782
007660542,01,0,007660542
007660542,02,0,007660542
007660607,01,0,007660607
007660607,02,0,007660607
007661065,01,1,007661065
007661409,01,0,007661409
007661500,01,0,007661500
007661500,02,0,007661500
007661500,03,0,007661500
007661500,04,0,007661500
007661893,01,1,007661893
007662076,01,0,007662076
007662209,01,0,007662209
007662502,01,1,007662502
007662697,01,0,007662697
007663405,01,1,007663405
007663405,02,1,007663405
007663691,01,1,007663691
007663804,01,0,007663804
007663830,01,0,007663830
007667142,01,0,007667142
007667560,01,0,007667560
007667560,02,0,007667560
007667971,01,0,007667971
007668385,01,0,007668385
007668416,01,1,007668416
007668648,01,0,007668648
007668648,02,0,007668648
007668663,01,1,007668663
007668791,01,0,007668791
007668791,02,0,007668791
007668791,03,0,007668791
007668911,01,0,007668911
007668911,02,0,007668911
007670485,01,0,007670485
007670617,01,0,007670617
007670617,02,0,007670617
007670943,01,1,007670943
007671081,01,0,007671081
007671594,01,0,007671594
007671833,01,0,007671833
007671833,02,0,007671833
007671974,01,0,007671974
007672097,01,1,007672097
007672215,01,1,007672215
007672453,01,0,007672453
007672453,02,0,007672453
007673192,01,1,007673192
007673192,02,1,007673192
007673192,03,1,007673192
007673192,04,1,007673192
007673192,05,1,007673192
007673841,01,1,007673841
007673841,02,1,007673841
007673841,03,1,007673841
007674050,01,1,007674050
007674265,01,0,007674265
007676423,01,1,007676423
007677005,01,0,007677005
007677005,02,0,007677005
007677005,03,0,007677005
007678099,01,0,007678099
007678385,01,0,007678385
007678385,02,0,007678385
007678434,01,1,007678434
007678434,02,1,007678434
007679812,01,1,007679812
007680114,01,0,007680114
007681230,01,0,007681230
007681230,02,0,007681230
007684873,01,0,007684873
007684873,02,0,007684873
007685010,01,0,007685010
007685010,02,0,007685010
007685307,01,0,007685307
007685307,02,0,007685307
007685307,03,0,007685307
007685408,01,0,007685408
007685408,02,0,007685408
007685408,03,0,007685408
007685981,01,1,007685981
007687365,01,1,007687365
007687705,01,0,007687705
007687705,02,0,007687705
007690844,01,1,007690844
007691260,01,1,007691260
007691527,01,0,007691527
007691527,02,0,007691527
007692093,01,1,007692093
007692248,01,1,007692248
007692619,01,0,007692619
007692619,02,0,007692619
007694191,01,0,007694191
007694191,02,0,007694191
007694615,01,0,007694615
007695087,01,0,007695087
007695087,02,0,007695087
007695093,01,0,007695093
007695093,02,0,007695093
007695445,01,1,007695445
007697103,01,1,007697103
007697568,01,1,007697568
007697568,02,0,007697568
007697795,01,0,007697795
007697795,02,0,007697795
007698258,01,0,007698258
007698937,01,0,007698937
007698937,02,0,007698937
007699056,01,0,007699056
007699056,02,0,007699056
007699056,03,0,007699056
007699056,04,0,007699056
007699298,01,0,007699298
007699478,01,0,007699478
007699478,02,0,007699478
007700033,01,0,007700033
007700033,02,0,007700033
007700500,01,1,007700500
007700561,01,0,007700561
007700578,01,0,007700578
007700578,02,0,007700578
007700590,01,0,007700590
007700622,01,1,007700622
007700871,01,0,007700871
007700871,02,0,007700871
007700871,03,0,007700871
007700880,01,0,007700880
007700880,02,0,007700880
007700880,03,0,007700880
007700963,01,0,007700963
007702705,01,0,007702705
007702705,02,0,007702705
007702705,03,0,007702705
007703305,01,0,007703305
007703305,02,0,007703305
007703305,03,0,007703305
007703530,01,0,007703530
007703785,01,0,007703785
007703785,02,0,007703785
007703882,01,1,007703882
007703910,01,0,007703910
007703955,01,1,007703955
007703955,02,1,007703955
007704028,01,0,007704028
007704028,02,0,007704028
007707736,01,0,007707736
007707742,01,0,007707742
007707742,02,0,007707742
007707742,03,0,007707742
007708193,01,0,007708193
007708193,02,0,007708193
007708215,01,0,007708215
007708215,02,0,007708215
007708315,01,0,007708315
007708315,02,0,007708315
007708315,03,0,007708315
007708418,01,0,007708418
007708984,01,0,007708984
007730747,01,1,007730747
007731281,01,1,007731281
007732285,01,0,007732285
007732458,01,0,007732458
007732458,02,0,007732458
007732458,03,0,007732458
007732458,04,0,007732458
007732461,01,0,007732461
007732461,02,0,007732461
007732461,03,0,007732461
007732791,01,0,007732791
007732791,02,0,007732791
007732964,01,0,007732964
007733540,01,0,007733540
007733685,01,0,007733685
007733685,02,0,007733685
007733685,03,0,007733685
007733731,01,0,007733731
007738436,01,0,007738436
007739152,01,0,007739152
007739172,01,0,007739172
007739172,02,0,007739172
007741048,01,0,007741048
007741837,01,0,007741837
007741837,02,0,007741837
007741837,03,0,007741837
007742408,01,1,007742408
007743124,01,0,007743124
007743464,01,1,007743464
007744087,01,0,007744087
007744634,01,0,007744634
007746958,01,1,007746958
007747091,01,1,007747091
007747425,01,1,007747425
007747425,02,1,007747425
007747425,03,1,007747425
007747425,04,1,007747425
007747457,01,1,007747457
007748238,01,0,007748238
007748238,02,0,007748238
007748238,03,0,007748238
007748238,04,0,007748238
007748487,01,1,007748487
007749002,01,1,007749002
007749318,01,0,007749318
007749552,01,0,007749552
007749552,02,0,007749552
007749552,03,0,007749552
007749552,04,0,007749552
007749773,01,1,007749773
007750294,01,0,007750294
007750330,01,0,007750330
007750419,01,1,007750419
007750740,01,0,007750740
007751542,01,0,007751542
007751562,01,0,007751562
007751562,02,0,007751562
007751571,01,0,007751571
007751571,02,0,007751571
007755636,01,1,007755636
007755741,01,0,007755741
007755741,02,0,007755741
007755741,03,1,007755741
007755741,04,0,007755741
007755932,01,0,007755932
007755932,02,0,007755932
007755932,03,0,007755932
007756853,01,0,007756853
007761545,01,1,007761545
007761855,01,0,007761855
007761855,02,0,007761855
007761855,03,0,007761855
007761918,01,1,007761918
007762723,01,1,007762723
007763269,01,1,007763269
007764367,01,1,007764367
007765006,01,0,007765006
007765006,02,0,007765006
007765236,01,0,007765236
007765374,01,0,007765374
007765374,02,0,007765374
007765528,01,1,007765528
007765528,02,1,007765528
007765585,01,0,007765585
007765585,02,0,007765585
007765585,03,0,007765585
007765684,01,0,007765684
007765762,01,0,007765762
007766113,01,0,007766113
007766113,02,0,007766113
007766199,01,0,007766199
007766199,02,0,007766199
007766209,01,0,007766209
007767162,01,1,007767162
007767367,01,0,007767367
007767367,02,0,007767367
007767367,03,0,007767367
007767367,04,0,007767367
007767559,01,0,007767559
007767559,02,0,007767559
007767733,01,0,007767733
007767733,02,0,007767733
007767774,01,0,007767774
007768451,01,1,007768451
007768952,01,0,007768952
007768952,02,0,007768952
007769072,01,0,007769072
007769815,01,0,007769815
007769819,01,1,007769819
007770256,01,0,007770256
007770256,02,0,007770256
007770256,03,0,007770256
007770450,01,0,007770450
007770471,01,0,007770471
007770471,02,0,007770471
007770901,01,1,007770901
007771970,01,0,007771970
007771991,01,0,007771991
007771991,02,0,007771991
007772914,01,1,007772914
007772919,01,0,007772919
007772919,02,0,007772919
007773041,01,0,007773041
007773133,01,0,007773133
007773133,02,0,007773133
007773179,01,0,007773179
007773209,01,0,007773209
007777365,01,0,007777365
007777372,01,0,007777372
007777397,01,0,007777397
007777397,02,0,007777397
007777416,01,0,007777416
007777416,02,0,007777416
007777435,01,0,007777435
007777435,02,0,007777435
007777435,03,0,007777435
007777471,01,0,007777471
007777522,01,0,007777522
007777818,01,1,007777818
007778108,01,0,007778108
007778108,02,0,007778108
007778108,03,0,007778108
007778427,01,1,007778427
007778437,01,1,007778437
007778621,01,1,007778621
007778767,01,1,007778767
007778767,02,1,007778767
007778826,01,0,007778826
007778826,02,0,007778826
007778826,03,0,007778826
007778838,01,0,007778838
007778838,02,0,007778838
007778838,03,0,007778838
007778980,01,0,007778980
007778980,02,0,007778980
007778980,03,0,007778980
007779077,01,1,007779077
007779411,01,0,007779411
007779411,02,0,007779411
007779942,01,0,007779942
007779942,02,0,007779942
007779942,03,0,007779942
007779942,04,0,007779942
007779942,05,0,007779942
007797715,01,0,007797715
007798259,01,0,007798259
007798259,02,0,007798259
007798339,01,0,007798339
007798339,02,0,007798339
007798339,03,0,007798339
007798339,04,0,007798339
007798924,01,0,007798924
007798924,02,0,007798924
007799575,01,0,007799575
007800087,01,0,007800087
007800087,02,0,007800087
007800285,01,0,007800285
007800750,01,0,007800750
007801070,01,1,007801070
007802136,01,0,007802136
007802136,02,0,007802136
007802719,01,1,007802719
007808587,01,1,007808587
007808747,01,0,007808747
007810483,01,1,007810483
007811211,01,1,007811211
007811397,01,1,007811397
007812167,01,0,007812167
007812167,02,0,007812167
007812175,01,0,007812175
007812179,01,0,007812179
007812179,02,0,007812179
007812455,01,0,007812455
007812455,02,0,007812455
007812594,01,0,007812594
007812594,02,0,007812594
007812594,03,0,007812594
007812594,04,0,007812594
007812893,01,1,007812893
007812990,01,0,007812990
007812990,02,0,007812990
007813039,01,1,007813039
007813370,01,0,007813370
007815744,01,1,007815744
007815931,01,0,007815931
007816137,01,0,007816137
007816137,02,0,007816137
007816665,01,0,007816665
007816680,01,0,007816680
007816935,01,1,007816935
007816992,01,0,007816992
007816992,02,0,007816992
007818762,01,0,007818762
007819024,01,0,007819024
007819024,02,0,007819024
007819024,03,0,007819024
007819833,01,0,007819833
007819833,02,0,007819833
007820985,01,0,007820985
007820985,02,0,007820985
007821010,01,0,007821010
007821010,02,0,007821010
007821689,01,0,007821689
007821926,01,0,007821926
007825680,01,0,007825680
007825680,02,0,007825680
007825899,01,1,007825899
007825899,02,1,007825899
007825899,03,1,007825899
007826620,01,1,007826620
007826659,01,1,007826659
007826705,01,0,007826705
007827152,01,0,007827152
007827152,02,0,007827152
007829836,01,1,007829836
007830321,01,0,007830321
007830321,02,0,007830321
007830341,01,0,007830341
007830351,01,0,007830351
007830637,01,0,007830637
007830637,02,0,007830637
007830684,01,0,007830684
007830684,02,0,007830684
007831264,01,1,007831264
007831264,02,1,007831264
007831302,01,0,007831302
007831302,02,0,007831302
007831302,03,0,007831302
007831363,01,0,007831363
007832356,01,1,007832356
007832829,01,0,007832829
007833144,01,0,007833144
007833305,01,1,007833305
007834045,01,1,007834045
007834063,01,0,007834063
007834063,02,0,007834063
007834441,01,0,007834441
007834612,01,0,007834612
007834612,02,0,007834612
007835312,01,1,007835312
007836096,01,1,007836096
007836330,01,0,007836330
007836863,01,0,007836863
007836863,02,0,007836863
007837129,01,0,007837129
007837214,01,0,007837214
007837214,02,0,007837214
007837302,01,1,007837302
007837526,01,1,007837526
007837733,01,0,007837733
007837767,01,0,007837767
007838213,01,0,007838213
007838214,01,0,007838214
007838214,02,0,007838214
007838639,01,0,007838639
007838655,01,0,007838655
007838675,01,1,007838675
007838889,01,0,007838889
007838889,02,0,007838889
007838906,01,0,007838906
007838906,02,0,007838906
007838906,03,1,007838906
007838908,01,0,007838908
007838908,02,0,007838908
007839003,01,0,007839003
007839003,02,0,007839003
007839003,03,0,007839003
007839007,01,0,007839007
007839814,01,0,007839814
007840035,01,0,007840035
007840035,02,0,007840035
007840044,01,0,007840044
007840145,01,0,007840145
007840358,01,0,007840358
007840502,01,0,007840502
007840642,01,0,007840642
007840642,02,0,007840642
007841514,01,0,007841514
007841514,02,0,007841514
007841640,01,0,007841640
007841640,02,0,007841640
007841925,01,1,007841925
007841925,02,1,007841925
007841925,03,1,007841925
007841986,01,0,007841986
007841986,02,0,007841986
007842286,01,0,007842286
007842286,02,0,007842286
007842286,03,0,007842286
007842328,01,0,007842328
007842328,02,0,007842328
007842610,01,0,007842610
007842610,02,0,007842610
007842610,03,0,007842610
007842621,01,0,007842621
007842621,02,0,007842621
007846404,01,0,007846404
007846730,01,0,007846730
007846730,02,0,007846730
007847104,01,0,007847104
007847927,01,0,007847927
007847927,02,0,007847927
007848033,01,0,007848033
007848288,01,0,007848288
007848288,02,0,007848288
007848303,01,0,007848303
007848303,02,0,007848303
007848303,03,0,007848303
007848324,01,0,007848324
007849854,01,1,007849854
007849879,01,0,007849879
007866921,01,0,007866921
007866921,02,0,007866921
007867348,01,0,007867348
007867348,02,0,007867348
007867348,03,0,007867348
007867348,04,0,007867348
007868889,01,0,007868889
007868899,01,0,007868899
007868899,02,0,007868899
007868967,01,1,007868967
007869917,01,1,007869917
007870032,01,1,007870032
007870250,01,0,007870250
007870282,01,0,007870282
007870306,01,0,007870306
007870350,01,0,007870350
007870390,01,1,007870390
007870390,02,1,007870390
007870390,03,1,007870390
007870958,01,0,007870958
007870980,01,0,007870980
007871395,01,0,007871395
007871954,01,1,007871954
007871954,02,1,007871954
007872212,01,0,007872212
007872212,02,0,007872212
007872212,03,0,007872212
007877496,01,1,007877496
007877496,02,0,007877496
007877818,01,0,007877818
007877818,02,0,007877818
007877820,01,0,007877820
007877820,02,0,007877820
007877824,01,0,007877824
007877824,02,0,007877824
007877824,03,0,007877824
007877978,01,1,007877978
007878396,01,0,007878396
007878396,02,0,007878396
007878396,03,0,007878396
007879404,01,0,007879404
007879404,02,0,007879404
007879433,01,1,007879433
007879433,02,0,007879433
007879648,01,0,007879648
007881228,01,0,007881228
007881722,01,0,007881722
007881722,02,0,007881722
007884866,01,0,007884866
007885518,01,0,007885518
007885518,02,0,007885518
007885558,01,0,007885558
007885570,01,0,007885570
007885570,02,0,007885570
007886102,01,0,007886102
007886102,02,0,007886102
007886329,01,0,007886329
007887791,01,1,007887791
007888863,01,1,007888863
007889486,01,0,007889486
007889486,02,0,007889486
007889617,01,0,007889617
007890526,01,0,007890526
007890526,02,0,007890526
007891294,01,1,007891294
007897915,01,0,007897915
007898352,01,1,007898352
007898352,02,1,007898352
007898445,01,0,007898445
007898445,02,0,007898445
007898576,01,0,007898576
007899070,01,1,007899070
007899980,01,0,007899980
007900137,01,0,007900137
007900367,01,0,007900367
007900367,02,0,007900367
007900450,01,0,007900450
007901016,01,0,007901016
007901718,01,0,007901718
007901718,02,0,007901718
007901718,03,0,007901718
007901948,01,1,007901948
007902001,01,0,007902001
007902003,01,1,007902003
007902035,01,0,007902035
007902035,02,0,007902035
007902035,03,0,007902035
007902204,01,1,007902204
007902286,01,0,007902286
007902287,01,0,007902287
007903086,01,0,007903086
007904375,01,0,007904375
007905106,01,1,007905106
007905191,01,0,007905191
007905683,01,0,007905683
007905683,02,0,007905683
007905683,03,0,007905683
007906671,01,0,007906671
007906739,01,0,007906739
007906865,01,0,007906865
007906882,01,1,007906882
007906892,01,1,007906892
007907423,01,1,007907423
007907423,02,1,007907423
007907423,03,1,007907423
007907476,01,0,007907476
007907808,01,1,007907808
007907983,01,0,007907983
007908367,01,1,007908367
007908367,02,1,007908367
007908633,01,0,007908633
007908633,02,0,007908633
007908633,03,0,007908633
007908633,04,0,007908633
007908893,01,0,007908893
007909044,01,0,007909044
007909392,01,0,007909392
007909392,02,0,007909392
007910148,01,0,007910148
007910148,02,0,007910148
007914464,01,0,007914464
007914906,01,1,007914906
007914906,02,0,007914906
007914906,03,0,007914906
007914906,04,0,007914906
007915386,01,0,007915386
007915386,02,0,007915386
007915458,01,0,007915458
007915458,02,0,007915458
007915515,01,0,007915515
007915824,01,0,007915824
007916058,01,1,007916058
007916872,01,0,007916872
007916872,02,0,007916872
007917014,01,0,007917014
007917014,02,0,007917014
007917485,01,0,007917485
007917485,02,0,007917485
007917485,03,0,007917485
007918172,01,0,007918172
007918172,02,0,007918172
007918172,03,0,007918172
007918217,01,0,007918217
007918401,01,0,007918401
007918478,01,1,007918478
007918652,01,1,007918652
007918688,01,0,007918688
007918688,02,0,007918688
007918688,03,0,007918688
007918737,01,0,007918737
007918737,02,0,007918737
007918992,01,1,007918992
007919653,01,0,007919653
007919763,01,0,007919763
007935997,01,1,007935997
007936033,01,0,007936033
007937391,01,0,007937391
007938179,01,0,007938179
007938179,02,0,007938179
007938180,01,0,007938180
007938468,01,1,007938468
007938496,01,1,007938496
007938499,01,0,007938499
007939330,01,1,007939330
007939330,02,1,007939330
007939761,01,1,007939761
007939835,01,0,007939835
007940533,01,0,007940533
007940533,02,0,007940533
007940533,03,0,007940533
007941200,01,1,007941200
007941635,01,0,007941635
007943535,01,0,007943535
007943535,02,0,007943535
007943602,01,0,007943602
007943602,02,0,007943602
007943602,03,0,007943602
007943929,01,0,007943929
007943929,02,0,007943929
007947631,01,1,007947631
007948108,01,0,007948108
007948108,02,0,007948108
007948108,03,0,007948108
007948779,01,0,007948779
007948784,01,1,007948784
007949593,01,1,007949593
007950644,01,1,007950644
007950775,01,0,007950775
007950775,02,0,007950775
007950994,01,0,007950994
007951015,01,0,007951015
007951018,01,1,007951018
007953247,01,0,007953247
007953880,01,0,007953880
007953880,02,0,007953880
007954107,01,0,007954107
007954107,02,0,007954107
007954278,01,0,007954278
007954278,02,0,007954278
007954705,01,0,007954705
007955301,01,0,007955301
007955301,02,0,007955301
007955545,01,0,007955545
007955580,01,1,007955580
007955898,01,0,007955898
007955898,02,0,007955898
007955898,03,0,007955898
007956132,01,0,007956132
007956461,01,0,007956461
007956461,02,0,007956461
007956520,01,0,007956520
007956547,01,0,007956547
007957709,01,0,007957709
007957881,01,0,007957881
007957881,02,0,007957881
007959579,01,0,007959579
007959867,01,0,007959867
007959867,02,0,007959867
007959867,03,0,007959867
007960295,01,1,007960295
007960410,01,0,007960410
007960410,02,0,007960410
007960547,01,0,007960547
007960980,01,1,007960980
007966705,01,0,007966705
007967100,01,0,007967100
007967100,02,0,007967100
007967293,01,0,007967293
007967293,02,0,007967293
007969047,01,0,007969047
007969754,01,0,007969754
007970283,01,0,007970283
007970629,01,0,007970629
007970760,01,0,007970760
007971389,01,1,007971389
007972785,01,0,007972785
007972785,02,0,007972785
007973199,01,0,007973199
007973404,01,0,007973404
007973706,01,0,007973706
007973867,01,0,007973867
007973867,02,0,007973867
007974032,01,0,007974032
007974032,02,0,007974032
007974032,03,0,007974032
007974626,01,0,007974626
007974634,01,0,007974634
007974634,02,0,007974634
007974634,03,0,007974634
007974853,01,0,007974853
007974853,02,0,007974853
007974853,03,0,007974853
007974877,01,0,007974877
007975727,01,0,007975727
007975727,02,0,007975727
007976136,01,0,007976136
007976435,01,0,007976435
007976435,02,0,007976435
007976520,01,1,007976520
007976845,01,0,007976845
007977197,01,1,007977197
007977197,02,1,007977197
007977198,01,0,007977198
007977198,02,0,007977198
007977198,03,0,007977198
007977198,04,0,007977198
007977956,01,0,007977956
007977956,02,0,007977956
007977996,01,0,007977996
007977996,02,0,007977996
007978202,01,1,007978202
007978226,01,0,007978226
007978226,02,0,007978226
007978458,01,0,007978458
007979504,01,0,007979504
007983108,01,0,007983108
007983108,02,0,007983108
007983117,01,1,007983117
007983117,02,1,007983117
007983274,01,0,007983274
007983299,01,0,007983299
007983299,02,0,007983299
007983320,01,0,007983320
007983320,02,0,007983320
007983756,01,0,007983756
007983756,02,0,007983756
007984047,01,1,007984047
007984574,01,1,007984574
007984890,01,0,007984890
007984890,02,0,007984890
007985134,01,0,007985134
007985167,01,0,007985167
007985733,01,0,007985733
007986162,01,0,007986162
007986166,01,0,007986166
007986166,02,0,007986166
007987086,01,1,007987086
007987749,01,0,007987749
007987749,02,0,007987749
007987866,01,1,007987866
007988039,01,0,007988039
007988343,01,0,007988343
007988343,02,0,007988343
007988962,01,0,007988962
007988962,02,0,007988962
007988994,01,0,007988994
007988994,02,0,007988994
007988994,03,0,007988994
007988994,04,0,007988994
007988994,05,0,007988994
007988994,06,0,007988994
007988994,07,0,007988994
007989079,01,0,007989079
007989079,02,0,007989079
007989187,01,0,007989187
007989187,02,0,007989187
007989348,01,0,007989348
007989348,02,0,007989348
007989422,01,0,007989422
008004558,01,0,008004558
008004558,02,0,008004558
008004903,01,1,008004903
008006773,01,0,008006773
008007174,01,1,008007174
008007262,01,0,008007262
008007644,01,1,008007644
008007675,01,1,008007675
008008067,01,1,008008067
008008067,02,1,008008067
008008067,03,1,008008067
008008128,01,0,008008128
008008128,02,0,008008128
008008206,01,1,008008206
008008206,02,1,008008206
008009350,01,1,008009350
008009496,01,0,008009496
008009500,01,0,008009500
008012437,01,0,008012437
008012437,02,0,008012437
008012437,03,0,008012437
008013289,01,1,008013289
008013419,01,1,008013419
008013439,01,1,008013439
008013439,02,1,008013439
008013439,03,1,008013439
008015907,01,1,008015907
008016211,01,0,008016211
008016214,01,0,008016214
008016691,01,1,008016691
008016692,01,1,008016692
008017379,01,0,008017379
008017703,01,1,008017703
008017703,02,1,008017703
008017703,03,1,008017703
008018340,01,0,008018340
008018404,01,0,008018404
008018404,02,0,008018404
008018547,01,1,008018547
008018769,01,0,008018769
008018769,02,0,008018769
008018769,03,0,008018769
008019250,01,0,008019250
008019250,02,0,008019250
008022144,01,0,008022144
008022144,02,0,008022144
008022244,01,1,008022244
008022244,02,1,008022244
008022489,01,0,008022489
008022489,02,1,008022489
008022489,03,1,008022489
008023317,01,0,008023317
008023668,01,0,008023668
008023848,01,0,008023848
008024918,01,0,008024918
008024918,02,0,008024918
008025357,01,0,008025357
008025357,02,0,008025357
008025596,01,1,008025596
008026371,01,0,008026371
008026752,01,1,008026752
008026752,02,0,008026752
008026752,03,0,008026752
008026887,01,0,008026887
008026887,02,0,008026887
008027456,01,0,008027456
008027456,02,0,008027456
008027456,03,0,008027456
008027902,01,1,008027902
008028063,01,0,008028063
008029197,01,0,008029197
008029546,01,0,008029546
008029546,02,0,008029546
008029848,01,1,008029848
008030148,01,1,008030148
008030339,01,0,008030339
008030339,02,1,008030339
008035262,01,0,008035262
008035802,01,0,008035802
008036287,01,1,008036287
008036315,01,0,008036315
008036315,02,0,008036315
008036426,01,0,008036426
008037038,01,1,008037038
008037145,01,1,008037145
008037145,02,1,008037145
008037145,03,1,008037145
008037145,04,1,008037145
008038388,01,0,008038388
008038609,01,0,008038609
008038609,02,0,008038609
008038609,03,0,008038609
008038679,01,0,008038679
008038679,02,0,008038679
008038679,03,0,008038679
008039892,01,1,008039892
008039925,01,1,008039925
008041216,01,1,008041216
008042004,01,0,008042004
008042044,01,0,008042044
008042044,02,0,008042044
008042044,03,0,008042044
008042057,01,0,008042057
008042057,02,0,008042057
008042057,03,0,008042057
008042453,01,1,008042453
008042644,01,1,008042644
008042789,01,0,008042789
008042789,02,0,008042789
008042835,01,0,008042835
008043052,01,0,008043052
008043052,02,0,008043052
008043299,01,0,008043299
008043299,02,0,008043299
008043299,03,0,008043299
008043436,01,0,008043436
008043436,02,0,008043436
008043436,03,0,008043436
008043638,01,1,008043638
008043638,02,1,008043638
008043714,01,0,008043714
008043714,02,0,008043714
008043721,01,0,008043721
